交易日期,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,隐含波动率(%)
2020-12-08,zn2103                        ,57,153,44,12.178,0.0,0.196035,19.6035
2020-12-08,zn2101                        ,18155,15148,879,1926.4705,5.0,0.230071,23.0071
2020-12-08,zn2102                        ,2195,3127,184,374.3055,0.0,0.208948,20.8948
2020-12-09,zn2101                        ,16033,15201,53,1666.3725,0.0,0.221555,22.1555
2020-12-09,zn2102                        ,3497,3312,185,517.47,0.0,0.205779,20.5779
2020-12-09,zn2103                        ,8,157,4,1.4515,0.0,0.195326,19.5326
2020-12-09,zn2104                        ,0,20,0,0.0,0.0,0.195326,19.5326
2020-12-10,zn2103                        ,16,161,4,2.148,0.0,0.210811,21.0811
2020-12-10,zn2104                        ,2,20,0,0.151,0.0,0.168367,16.8367
2020-12-10,zn2101                        ,14362,15610,409,1473.7375,9.0,0.225137,22.5137
2020-12-10,zn2102                        ,3895,3764,452,498.655,0.0,0.218722,21.8722
2020-12-11,zn2101                        ,20609,13764,-1846,3713.1915,1.0,0.246909,24.6909
2020-12-11,zn2102                        ,4815,3937,173,1094.929,0.0,0.227018,22.7018
2020-12-11,zn2103                        ,68,213,52,19.737,0.0,0.209841,20.9841
2020-12-11,zn2104                        ,52,56,36,11.501,0.0,0.203692,20.3692
2020-12-14,zn2102                        ,2944,3830,-107,291.4615,0.0,0.226899,22.6899
2020-12-14,zn2103                        ,1,213,0,0.075,0.0,0.211577,21.1577
2020-12-14,zn2104                        ,0,56,0,0.0,0.0,0.211577,21.1577
2020-12-14,zn2101                        ,13029,14296,532,1175.0065,0.0,0.249803,24.9803
2020-12-15,zn2104                        ,3,58,2,0.2585,0.0,0.209149,20.9149
2020-12-15,zn2103                        ,1,213,0,0.3355,0.0,0.214347,21.4347
2020-12-15,zn2101                        ,9911,14677,381,904.6515,0.0,0.244481,24.4481
2020-12-15,zn2102                        ,2001,4080,250,168.9425,0.0,0.226553,22.6553
2020-12-16,zn2101                        ,11218,15204,527,981.7025,0.0,0.239262,23.9262
2020-12-16,zn2102                        ,4504,4599,519,556.3735,0.0,0.221464,22.1464
2020-12-16,zn2103                        ,495,481,268,124.844,0.0,0.211522,21.1522
2020-12-16,zn2104                        ,7,61,3,0.796,0.0,0.206273,20.6273
2020-12-17,zn2104                        ,3,61,0,0.3035,0.0,0.196387,19.6387
2020-12-17,zn2103                        ,1036,1074,593,140.2335,0.0,0.208286,20.8286
2020-12-17,zn2101                        ,13453,15442,238,1296.824,0.0,0.220539,22.0539
2020-12-17,zn2102                        ,4158,4657,58,377.207,0.0,0.213235,21.3235
2020-12-18,zn2101                        ,15099,15197,-245,1745.891,26.0,0.237712,23.7712
2020-12-18,zn2102                        ,2722,5028,371,419.7025,0.0,0.21399,21.399
2020-12-18,zn2103                        ,827,1213,139,151.8765,0.0,0.207354,20.7354
2020-12-18,zn2104                        ,0,61,0,0.0,0.0,0.207354,20.7354
2020-12-21,zn2103                        ,569,1253,40,131.389,0.0,0.213233,21.3233
2020-12-21,zn2101                        ,17161,15676,479,1573.0975,131.0,0.273987,27.3987
2020-12-21,zn2102                        ,3047,5131,103,459.6315,0.0,0.219156,21.9156
2020-12-21,zn2104                        ,0,61,0,0.0,0.0,0.213233,21.3233
2020-12-22,zn2101                        ,11554,16153,477,926.775,0.0,0.264111,26.4111
2020-12-22,zn2102                        ,3230,5264,133,399.62,0.0,0.219082,21.9082
2020-12-22,zn2104                        ,0,61,0,0.0,0.0,0.212267,21.2267
2020-12-22,zn2103                        ,800,1323,70,148.6345,0.0,0.212267,21.2267
2020-12-23,zn2101                        ,12250,15266,-887,1209.149,0.0,0.292811,29.2811
2020-12-23,zn2102                        ,3928,5500,236,457.3965,0.0,0.227018,22.7018
2020-12-23,zn2103                        ,672,1412,89,107.4165,0.0,0.210391,21.0391
2020-12-23,zn2104                        ,0,61,0,0.0,0.0,0.210391,21.0391
2020-12-24,zn2103                        ,759,1545,133,80.318,0.0,0.208838,20.8838
2020-12-24,zn2104                        ,4,61,0,0.3925,0.0,0.198422,19.8422
2020-12-24,zn2101                        ,8374,15115,-151,353.4995,1.0,0.258843,25.8843
2020-12-24,zn2102                        ,1581,5544,44,148.7245,0.0,0.213973,21.3973
2020-12-25,zn2101                        ,12926,0,-15115,510.078,3125.0,0.211904,21.1904
2020-12-25,zn2102                        ,1741,5695,151,240.1,0.0,0.213052,21.3052
2020-12-25,zn2103                        ,296,1527,-18,22.2265,0.0,0.210091,21.0091
2020-12-25,zn2104                        ,1,61,0,0.1355,0.0,0.200228,20.0228
2020-12-28,zn2103                        ,1709,1585,58,175.5845,0.0,0.21186,21.186
2020-12-28,zn2104                        ,4,65,4,0.462,0.0,0.212337,21.2337
2020-12-28,zn2102                        ,8464,6897,1202,1018.561,0.0,0.221126,22.1126
2020-12-29,zn2104                        ,7,72,7,1.1585,0.0,0.232831,23.2831
2020-12-29,zn2103                        ,2181,1808,223,478.919,0.0,0.209983,20.9983
2020-12-29,zn2102                        ,12189,7564,667,1973.9535,0.0,0.222226,22.2226
2020-12-30,zn2102                        ,10091,8393,829,1257.8025,0.0,0.222914,22.2914
2020-12-30,zn2103                        ,1342,1941,133,181.2955,0.0,0.216799,21.6799
2020-12-30,zn2104                        ,2,72,0,0.208,0.0,0.208338,20.8338
2020-12-30,zn2105                        ,8,8,8,1.19,0.0,0.207772,20.7772
2020-12-31,zn2104                        ,2,72,0,0.123,0.0,0.228823,22.8823
2020-12-31,zn2103                        ,1824,2109,168,193.6035,0.0,0.213781,21.3781
2020-12-31,zn2105                        ,1,9,1,0.1265,0.0,0.213975,21.3975
2020-12-31,zn2102                        ,9535,8807,414,952.656,0.0,0.220429,22.0429
2021-01-04,zn2105                        ,6,14,5,0.983,0.0,0.20371,20.371
2021-01-04,zn2102                        ,4325,8830,23,422.237,0.0,0.221166,22.1166
2021-01-04,zn2103                        ,733,2136,27,85.1685,0.0,0.220494,22.0494
2021-01-04,zn2104                        ,0,72,0,0.0,0.0,0.220494,22.0494
